name,lat,lon
Egholm Havn (færge),57.0611972134279,9.87600140255894
Strynø Havn (færge),54.9036736582139,10.6293981547752
Birkholm Havn (færge),54.9273104831871,10.4996182016633
Assens Havn (færge),55.270310484761,9.89008162735065
Baagø Havn (færge),55.297263194328,9.80420194858224
Endelave Havn (færge),55.7618948646268,10.2727409676017
Snaptun Havn (færge),55.8220915014466,10.0522608086772
Barsø Landing Havn (færge),55.1099621412312,9.5147416014819
Barsø Havn (færge),55.1193531242995,9.54967084035622
Bjørnø Havn (færge),55.0673949939557,10.2517319298333
Vadehavscenteret (traktorbus),55.296283649791,8.66994862085941
Mandø Kro (traktorbus),55.2763243831146,8.53677061652352
Fløjterupvej,55.5783407022752,12.2010057437531
Sortemosen,55.5817810203232,12.1914770741147
Nykøbing Falster Rutebilstation (fjernbus),54.7668614353104,11.8772790834346
Toreby (fjernbus),54.7542593489519,11.7859640308872
Radsted (fjernbus),54.7872415571545,11.686508976269
Sakskøbing Station (fjernbus),54.7966570499788,11.6347440860652
Våbensted Skole (fjernbus),54.7917987329561,11.5873193302312
Maribo Station (fjernbus),54.7763892224732,11.5008176515341
Stokkemarke (fjernbus),54.8372556004843,11.3682893067626
Halsted Kirke (fjernbus),54.8473707034685,11.2256749225723
Nakskov Station (fjernbus),54.8330081882041,11.1390987993983
Tårs Færgehavn (fjernbus),54.8758197790192,11.031376870595
Spodsbjerg Færgehavn (fjernbus),54.9351447533201,10.8316797509537
Rudkøbing Busterminal (fjernbus),54.9408680340875,10.7217640617302
"Lundby, Tåsinge (fjernbus)",54.9971163187342,10.6113898986288
"Bregninge, Tåsinge (fjernbus)",55.0214706918513,10.6074705211574
"Vindeby, Tåsinge (fjernbus)",55.0400736103355,10.612331525328
"Sundbrovej/Broen, Svendborg (fjernbus)",55.0525819681498,10.5954568378846
Svendborg Rutebilstation (fjernbus),55.0606296037657,10.6135805745586
Kværndrup Nord (fjernbus),55.1891082647587,10.5246594911855
Ringe/Ørbækvej (fjernbus),55.2362195415208,10.4904465626882
Ørbækvej/Holluf Pile Stien (fjernbus),55.3662281419437,10.4559776435114
Odense Congress Center (fjernbus),55.3727549802654,10.4436555917813
Rosengårdcentret/Ørbækvej (fjernbus),55.384624955416,10.4292651501658
"Benedikts Plads, Odense (fjernbus)",55.3930491444088,10.3978645824348
"Overgade, Odense (fjernbus)",55.3973540116548,10.3899632208588
"Odense Rutebilstation, Dannebrogsgade (fjernbus)",55.4023109997401,10.3863311579084
Sortemosen,55.5816851138316,12.1917073644608
Fløjterupvej,55.5781557557799,12.2015461505061
"København, Bernstorffsgade (fjernbus)",55.6738997157368,12.5651092538343
Ystad (fjernbus),55.4273024124746,13.8266644587323
Toftegårds Plads,55.6617458366299,12.518319853641
Fælledvej (Dragør),55.5833355829733,12.626006471629
Kovangen 302,55.9902835651421,12.4012159961313
Kovangen,55.990696866927,12.3937292718237
Kovangen 302,55.9902453473843,12.400972030143
Holte Midtpunkt,55.8112171790384,12.4704136048207
Holte Midtpunkt,55.8111149236156,12.4705322313788
Hellebo Park,56.0500432750475,12.5868668105187
Bachersmindelejren,55.5799072396357,12.6218327689844
Trollesminde Allé,55.9188696405809,12.2843525876705
Hillerød Handelsskole,55.9252743219292,12.2828771689207
Trollesminde Allé,55.9191234278256,12.2856228720803
"Roskilde st, Sygehuset",55.6376592095342,12.0882117241317
"Roskilde st, Sygehuset",55.6377690574732,12.088490571752
Novembervej,55.7196540330234,12.47088238274
Bachersmindelejren,55.5801607444607,12.6220783699112
Astersvej (Roskilde),55.6306532165415,12.0965115954609
Astersvej (Roskilde),55.6306573810818,12.0967026184562
Frederikssundsvej (København),55.7102791668258,12.4771212769049
Greve Centervej (Greve),55.5974382315506,12.2538493745551
Lyngby st (bus),55.7679438979435,12.5051614513937
Fælledvej (Dragør),55.5833331784321,12.6257839975934
Vesterport st (bus),55.6756440868897,12.5629449029557
Amager Centret,55.6623102137327,12.6047443220787
Hillerødmotorvejen (Hillerød),55.9276306841324,12.251689702385
Kalvebodvej,55.5684219128761,12.5837204376751
Rønnebærvej (Rudersdal),55.8104292201813,12.4709341800959
Vassingerødvej (Allerød),55.8350970578203,12.3147600813545
Vassingerødvej (Allerød),55.8350286782613,12.3149619444479
Hillerødvej (Hillerød),55.9581221316459,12.3563692914258
Hillerødvej (Hillerød),55.9582131351505,12.3563290941698
Sortemosevej (Herlev),55.7487949132775,12.3989149603428
Kongelunden,55.5743009802794,12.579780810445
"Roskilde st, Sygehuset",55.636661672489,12.0881967580403
Ellehammersvej (Tårnby),55.6314841064805,12.6560953115221
Ellehammersvej (Tårnby),55.6310900231982,12.656042676787
Westland Allé,55.578487089958,12.5768447113303
Hospitalsvej,55.679620916177,12.5299039394128
Tæbyvej (Rødovre),55.6854625734279,12.451027085818
Frieslandsvej,55.5822758442698,12.5779674618094
Bülowshallen,55.6826244217198,12.5451666055008
Frederiksberg Hospital (Frederiksberg),55.6859575249844,12.5224854881219
Frederiksberg Hospital (Frederiksberg),55.6868672838024,12.5236815240014
Allerød st (bus),55.8708951505274,12.3563016364118
Nordre Fasanvej (Frederiksberg),55.6908265290226,12.5323313930374
Goudavej,55.58535333359,12.5791209003759
Dronning Olgas Vej,55.6891929432021,12.5337916120634
Frederiksberg Svømmehal,55.6846506595632,12.5322833248653
Godthåbsvej (Frederiksberg),55.6882759340037,12.5234740944639
Kildevældsparken,55.7136915516007,12.5687049678487
Nygårdsvej (København),55.7116341111614,12.56926574632
Klampenborgvej,55.7751075811335,12.5237835848269
Klampenborgvej,55.7738390710252,12.5244346973297
Oliefabriksvej (Tårnby),55.6224282017067,12.592593155022
Tilsbækgård,55.8768902906537,12.2553596887789
Egensevej,55.6230579405602,12.5971797727672
Greve st (bus),55.5815583506669,12.2956277989142
Præstefælledvej,55.6232916425732,12.6008561704416
Hellested Brugs,55.3280351179346,12.2615727000312
Arnøje,55.3167386273623,12.2911833986271
Karise st (bus),55.3074571658513,12.1972589739116
Arnøje,55.3167031670995,12.2911646920821
Ring Nord,55.7889805086996,12.1680279518921
Kærgårdsvej,55.7839033840108,12.1627017346325
Kærgårdsvej,55.7846177816985,12.1632382911253
Ring Nord,55.7893051878757,12.1676394660416
Klosterengen (Roskilde),55.6464385544715,12.1029725394361
Kong Valdemars Vej,55.6404548138768,12.0914360397583
Irlandsvej (Tårnby),55.6343692288246,12.6118717360468
Peter Bangs Vej (Frederiksberg),55.6776407407076,12.4986001403347
Marielystvej (Frederiksberg),55.6750360283223,12.4991311602705
Marielystvej Midt,55.6740505635063,12.4999500344088
Solbjerg Kirkegård,55.6721656326485,12.5099005978914
Kirstinedalsvej,55.6679250138092,12.5201317087201
Himmelev Center,55.6577268602851,12.105949405111
Rødovre Rådhus,55.6816065331524,12.4528991907982
Korsvejens Skole,55.6352918722587,12.6186966856052
Valhalvej,55.6489729149139,12.0873381054784
Friheden st (bus),55.6287416947431,12.483239583116
Køge Torv,55.456204933282,12.1819528057365
Pedersvej,55.4586622785181,12.1756162339612
Vandstjernevej,55.4431828902955,12.1484020253628
Klemmenstrupgård,55.4404806645618,12.1485978864244
Lerbæk Torv,55.4377771247516,12.1477973571352
Hastrupparken,55.4361340204716,12.1539917151982
Klemmenstrupvej,55.4434093600116,12.1681743261104
Primulavej (Køge),55.4466362075834,12.1709797262022
Varpelev,55.3540902429279,12.2780612576115
Skovlunde st (bus),55.7216250958858,12.404055151238
Skovlunde st (bus),55.7215264315004,12.4040465593642
Irlandsvej (Tårnby),55.6339865172476,12.6089911766931
Bybjergvej,55.7191352565784,12.4040294951716
Åbyvej,55.7171015630314,12.4121828403841
Mileparken (Ballerup),55.713002466133,12.4173197787256
Husumvej (København),55.6977187120475,12.4802716090921
Damgårdsvej (Egedal),55.770428906103,12.1949261830141
Hovedvejen (Glostrup),55.6651939765918,12.3794411355503
Hellerup st (bus),55.7307773607607,12.5680345020403
Englandsvej (Tårnby),55.6232600668767,12.6034594245332
Folehaven (København),55.6515045759383,12.5029295079433
Nøddehaven,55.6551316568804,12.5012339974548
Nøddehaven,55.654356633476,12.5016100389648
Mozarts Plads,55.6492706324645,12.5337689971823
Sjælør Boulevard,55.650199136489,12.5265061519694
Spontinisvej,55.6501634214374,12.522432127528
Kollerupparken,55.6203276938234,12.3921479548233
Kollerupparken,55.6209936985425,12.3914746380151
Præstefælledvej,55.6232895242159,12.5990920559787
"Greve st.,Greve Centervej",55.5827135663445,12.2981373598051
"Greve st.,Greve Centervej",55.5826947720953,12.2981675282657
Greve Strandvej,55.5799759435716,12.3033040371318
Harrestrupvej,55.7215373593212,12.3916381329725
Køjevænget,55.5987260942922,12.6584918071489
Smedievej Midt,55.9360127268274,12.3514600400437
Smedievej Midt,55.935919549024,12.3515801280248
Egensevej,55.6229395789403,12.5963108051667
Strandvejen (Gentofte),55.748839052924,12.5863284280557
Frederiksborgvej (Furesø),55.8217220816687,12.3741020996877
Texasvej,55.9388156793018,12.3505489602321
Kongens Vænge 93-131,55.9379027180527,12.3550193168689
Texasvej,55.9385174008318,12.3499465112412
Kongens Vænge 93-131,55.937930498153,12.3549896835915
Boskovcentret,55.4363735222219,12.1607314537363
Oliefabriksvej (Tårnby),55.6222861557168,12.5916108135578
Tune Mark,55.5844076895401,12.18589675296
Tune Mark,55.5842848782494,12.186124890321
Helsingørmotorvejen,55.7749162150322,12.5235589158642
Åvej,55.7550639622984,12.4108285211278
Høje Taastrup Rådhus,55.6511060534023,12.2649334139773
Halland Boulevard,55.6508216188395,12.2651482272244
Brøndby Strand st (bus),55.6206044031146,12.4239020061188
Vigerslev Allé (København),55.6613419697272,12.5047952383513
Goudavej,55.5854958963268,12.579165639973
Murskeen,55.6541961406161,12.2727918424518
Sylen,55.6545223506709,12.27606306509
Øksen,55.6553705925883,12.2776287808616
Taastrup Nykirke (Høje Taastrup),55.6546158217241,12.3030724737072
Ludvig Hegners Allé,55.653961694238,12.3069928007021
Pile Allé (Høje Taastrup),55.6468411228135,12.2932914169053
Bernadottegården,55.6538960219992,12.0992378866052
Rødovre st (bus),55.6653062565648,12.4595590495877
Frieslandsvej,55.5827738905567,12.5781556883803
Westland Allé,55.5786683006379,12.576797713901
Fængselsvej,55.6604564470399,12.3509127866847
Kongelunden,55.5745576383149,12.5796137321858
Christmas Møllers Plads,55.6688547377009,12.597757777904
Uplandsgade,55.6679779973521,12.6073978413332
Helsingørmotorvejen,55.7748316417507,12.5249391391508
Krathusvej,55.770274893394,12.5737035560545
Krathusvej,55.7702753564571,12.5736876475787
Solrød Strand st (bus),55.5338286187064,12.2191516095418
Ved Amagerbanen,55.6694694062235,12.6217746929412
Stændertorvet,55.6416620937385,12.0816918338149
Æblehaven,55.6316519464673,12.063202376228
Hedeboparken,55.6403501371215,12.1105019635586
Bymarken,55.6399588403061,12.1053686254182
Lokalcentret Bernadottegården,55.6537336434012,12.1010377132459
Ullerup Skovvej,55.9611660900706,11.8858472179301
Ullerup Skovvej,55.9611668397727,11.8858152228766
Harløse,55.9192317201838,12.2030839183865
Glostrup st (bus),55.663608966359,12.3971034847374
Lyngby Kirke,55.7733615604143,12.4996344179123
Hvidovre Hospital. Kollegiet,55.6449022424521,12.4612400600316
Emmasvej,55.7486663772778,12.5526908330947
Gentoftegade,55.7528226698228,12.545463953721
Fasanhaven,55.7562776631523,12.538219841055
Skjoldagervej,55.7579211208335,12.5323573244345
Skjoldagervej,55.7578218276369,12.5326831950708
Fasanhaven,55.7562286966833,12.5383589069778
Gentoftegade,55.7527656459761,12.5455703799492
Emmasvej,55.7488068806195,12.5524963713699
Køge st (bus),55.4581180247284,12.1858251658422
Ølby st (bus),55.4797494567596,12.1751128815149
Campus Køge,55.4866889441115,12.1584921689081
Pensionatet Hulegården,55.6488997701821,12.4444521583474
"Roskilde st, Busterminalen",55.6378180787912,12.0833288699321
Skovkrogen (Hillerød),55.8922053757834,12.2970569247862
Køjevænget,55.5990574079857,12.658538559965
Plejehjemmet Lillevang,55.8161086066472,12.3426372638576
"Farum Gydevej Nord, (Farum vest)",55.8204316479709,12.3627952104908
Ryttervænget,55.8174794843252,12.3622528902156
Valby st (bus),55.6639571311616,12.5161482962719
Valby st (bus),55.6635857817327,12.5162422196834
"Sortemosevej, Niras",55.8659634248152,12.3827212448163
"Sortemosevej, Niras",55.8656985840251,12.3815629927649
Æblevej,55.3827078601749,12.2824515918401
"Lufthavnen, Ellehammersvej",55.6299212023712,12.650005177754
Skøjtevej,55.633992727697,12.6530864532796
Måløv st (bus),55.7470068363012,12.3193619623367
Lundebakken,56.0860069156145,12.3407678931801
Lundebakken,56.0861696708587,12.3407337546183
Lille Værløsevej (Furesø),55.7822302170014,12.3872935213747
Mosegård Park,55.7860965107081,12.3853316572947
Birgersvej,55.7852709834641,12.3784149392039
Latyrushaven,55.7362049829504,12.3081818350833
Åkandehaven,55.7383181020309,12.3021615923956
Primulahaven,55.7417312075826,12.2996132249197
Smørumnedrevej,55.7434488436794,12.2959172049954
Erantishaven Midt,55.7467725523718,12.3010433206911
Frugtvangen,55.7483806033712,12.3054352951686
Havrevej (Egedal),55.7453396896907,12.3098480853105
Kirsebærvangen,55.7408510193349,12.3139301895498
Ved Amagerbanen,55.669286588111,12.6209622856549
Magleby Torv,55.5960836043651,12.6581503256531
Magleby Torv,55.5958952927818,12.6581327828585
Sandholmgårdsvej (Allerød),55.8750810892518,12.388568480719
Smørmosevej (Gladsaxe),55.7541758310254,12.4528893845047
Laurentsvej (Gladsaxe),55.755948066279,12.4525359177277
Krogshøjvej,55.7576531308284,12.4536115291064
Krogshøjvej,55.7577096490256,12.4538397593976
Laurentsvej (Gladsaxe),55.755667791219,12.4525908513566
Laurentsvej (Gladsaxe),55.7537790014054,12.4535717407168
Uplandsgade,55.6680871808631,12.6064374244067
Bybækskolen,55.8154955751447,12.3785288506245
Marie Kruses Skole,55.8154845424671,12.3867674996385
Amager Strandvej (Tårnby),55.6314244737511,12.6583945034568
Amager Strandvej (Tårnby),55.6312796036799,12.658126672183
Brostykkevej (Hvidovre),55.6345610391475,12.4673210513531
Rønnebærvej (Rudersdal),55.8104547764331,12.4709843571441
Smørumvej,55.7507185523567,12.3094272097004
Måløv st (bus),55.7473251542162,12.3188948788807
Måløv st (bus),55.7474486465585,12.3186503335959
Sundbyvester Plads (København),55.6457453356709,12.6145735993773
Herringløse Sportsplads,55.7093887477778,12.2030118085681
Herringløse Sportsplads,55.7093716346986,12.2029785596187
Gentofte Hospital,55.7377441113549,12.5454499243518
Åskellet,55.6577821408916,12.4039300238726
Åskellet,55.6587912592399,12.4032065660265
Plovmarksvej,55.6607797905397,12.3875695920568
Plovmarksvej,55.6607432713024,12.3872642383012
Park Allé (Brøndby),55.653368715837,12.3830965750193
Albo Omsorgscenter,55.6566328316174,12.3615113253977
Skolestien (Helsingør),56.0556101130436,12.5263715163946
Skolestien (Helsingør),56.0556101130436,12.5263715163946
Nørreport st (bus),55.6835543900383,12.5726094042726
Hesselbjergvej (Gribskov),56.0163135389691,12.1400048205685
Transformatorstationen,55.8889418122091,12.4737709139155
Kokkedal st (bus),55.9029178116888,12.5021816271509
Kokkedal st (bus),55.9030003443893,12.5021250526808
Kokkedal st (bus),55.9027630780801,12.502247692798
Færgehavn Nord,55.7219470848934,12.608936321755
Nordsøvej,55.7199791001133,12.6076713353737
Nordsøvej,55.7198285206757,12.6075937151828
Køge st (bus),55.4580422140846,12.1856291841992
Frydenlund Park,55.8371582920401,12.560269691092
Ølsted Kro,55.9224474076387,12.0712921591608
"Tolvhusene, Damgårdsvej",55.3651696511089,12.3043294171789
Maglebyvej (Stevns),55.3751800315075,12.3008855928295
Nordmarksvej (København),55.6451033635728,12.6335469121999
Lyngby Skov,55.9336366410764,12.0943910732096
Baldersbuen,55.6521682665691,12.2309465521383
Baldersbuen,55.6522853098161,12.2309402991527
Sølyst,55.5757557991488,12.6180852838082
Vink - Strøbylille,55.3859831064113,12.3219393559027
Egelundsvej 20,55.4169834116883,12.238921260088
Acacievej,55.4098697460232,12.2498275893899
Rønvej,55.4138922654992,12.2500316872277
Vink - Bakkegårdsvej,55.4113372865233,12.2443378542585
Postparken,55.6435844843217,12.6292722190116
"Vink - Tolvhusene, Klippingevej",55.3687740399067,12.3017094668908
Vink - Tjørnehøjvej,55.3813249019947,12.3242805689144
Vink - Grøftemark,55.3886011507613,12.323533230736
Børsen (København),55.6755422600262,12.5827940950666
Det Kongelige Bibliotek,55.6727833713904,12.5805845854307
Kalvebod Brygge,55.6686555694024,12.5716638108715
Mitchellsgade,55.6690542125892,12.5737206845524
Det Kongelige Bibliotek,55.6729288736067,12.5808365586189
Strøbyskolen,55.4023199487575,12.2642333830004
Gammel Køge Landevej,55.6246944859161,12.47313905688
Hyben Allé,55.6405994162463,12.6335110121849
Vink - Varpelevvej,55.3675118213756,12.2898433473715
Vink - Nederste Linievej,55.3963798333807,12.2902680602372
Vink - Strandvejen,55.4031514512541,12.2922216563738
Skottegårdsskolen,55.6372166552866,12.6359953955456
Bakkegårdsvej (Stevns),55.4115670139463,12.2441512489544
Egelundsvej 20,55.4172160571015,12.2386241951885
Cedervej,55.4118785765582,12.2476536654911
Rønnevangs Allé,55.9322575424228,12.2714884986898
Rønnevangs Allé,55.9322407725488,12.2707663802534
Gefionsvej (Hillerød),55.9321659530261,12.267829215781
Gefionsvej (Hillerød),55.9321689229102,12.2677173568604
Erik Husfeldts Vej,55.6418025137888,12.2645243346831
Skåne Boulevard,55.6413203470207,12.2559478085665
Sundby Sejlforening,55.6649186479977,12.6294034472712
Skåne Boulevard,55.6413562308509,12.2559507881413
Erik Husfeldts Vej,55.6417995568693,12.2646353650695
Skottegårdsskolen,55.6379802633875,12.6357164695067
Bækgårdsvej (Køge),55.4910895274372,11.9731986389961
Hyben Allé,55.6417163562483,12.6319292599386
Postparken,55.6444122595471,12.6289513636038
Havelse Mølle,55.8765048675149,12.0696601099448
Nordmarksvej (København),55.6452058687622,12.6343355284552
Ishøj st (bus),55.6132807913915,12.3594338334214
Frederiksberg Hospital (Frederiksberg),55.6850306903205,12.5193780822289
Bækgårdsvej (Køge),55.4909749308716,11.973475015283
Kamstrup,55.6078251792953,12.0869607475848
Teglværksvej (Roskilde),55.6089226429222,12.0797888119606
Teglværksvej (Roskilde),55.6089033119343,12.0802002351818
Kamstrup,55.6077875039325,12.0866719119609
Buddinge st (bus),55.7469133096466,12.4941075057624
Jyllingecentret,55.7510273001589,12.1091411049005
Jyllingecentret,55.7510549119034,12.1087607369154
Hillerødgade (København),55.6961362465,12.5277958590428
Hvalsø st (bus),55.595539205639,11.8608690478093
Hvalsø st (bus),55.5955244030401,11.8615029993465
Roskilde Hjemmet,55.611494004669,12.0445232404218
Agerskellet,55.75682032846,12.1093632336435
Agerskellet,55.7570748775231,12.1096067024175
"Lufthavnen, Udenrigsterminal (bus)",55.6293406787875,12.6462478634381
"Lufthavnen, Udenrigsterminal (bus)",55.6294152409519,12.6458574468097
"Lufthavnen Øst, Kystvejen",55.6149259106142,12.6781463766592
Post Danmark,55.6191063074676,12.6769810638794
Hestetorvet,55.6401531008077,12.0891392706071
Rådhuspladsen (København),55.6773173240745,12.5666298382525
Havelse Mølle,55.8767503040632,12.0695515593753
Saltværksvej,55.6391810878643,12.6482599772933
Søhaven,55.7853588605849,12.3453143663282
Søhaven,55.7855023795986,12.3453266776466
Dsb Hallen,55.6261130533216,12.6745228969161
Dsb Hallen,55.6259313365916,12.6745853369267
Glyptoteket,55.6731009981717,12.5715442156172
Kongelundsvej (København),55.6300586534888,12.5868868625661
Det Kongelige Bibliotek,55.6723813699858,12.5808024021305
Knippelsbro,55.6741087548765,12.5872295879828
Nyhavn,55.6791416332936,12.5940721903536
Holmen Nord,55.6832102877204,12.6061755159186
Nordre Toldbod,55.6882385704259,12.5993804402764
Lundsgård (Furesø),55.7862694492925,12.3362975608627
Lundsgård (Furesø),55.7863945971434,12.336324223652
Helsingør st (bus),56.0325546262345,12.6114997499234
Borneovej,55.6447751355269,12.6285397573867
Grønnegade (Hillerød),55.9340435492569,12.2928449414852
Kromosevej,55.9612866881146,12.4946818195594
Harløsevej (Hillerød),55.9336762891953,12.2630875497044
Harløsevej (Hillerød),55.9332721945967,12.2630695667646
Sundby Sejlforening,55.6645496182814,12.6297192304017
Nordhavn st (bus),55.7048666174956,12.590719066824
Århusgade,55.7071870237056,12.5860908575411
Svendborggade,55.7092700745412,12.583733721312
Løjesøvej,55.7445821165531,12.2333585950489
Løjesøvej,55.7445821165531,12.2333585950489
Østerbrogade,55.7088603135683,12.575589915437
Marielystvej (Frederiksberg),55.6729630849215,12.498357230331
Friheden st (bus),55.6289725885582,12.4836574058677
Serridslevvej,55.7077292754107,12.5696578275172
Friheden st (bus),55.6285723129074,12.4822392016058
Montebello (Helsingør),56.0325674443872,12.5851957890822
"Hovedbanegården, Tivoli",55.6726297586077,12.566727928738
"Hovedbanegården, Tivoli",55.6723326259959,12.5670509037386
"Hovedbanegården, Tivoli",55.6728432108054,12.5661904833434
"Hovedbanegården, Tivoli",55.6725739067787,12.5664841767351
Avedørelejren,55.6316349973412,12.4489753694359
Avedørelejren,55.6317602087171,12.4496380206092
Vibenshus Runddel,55.7060464502957,12.5619718867977
Roskilde st (bus),55.6389133863234,12.087674698222
Roskilde st (bus),55.6390493534869,12.0879873989154
"Strøby, Strandvejen",55.3846276949974,12.2809366800579
"Strøby, Strandvejen",55.3847472821123,12.2808360375038
Strædet,55.4142740773548,12.2417497013094
Strædet,55.4140529064015,12.2419528387546
Universitetsparken (København),55.7028680781984,12.5584022395401
Tagensvej (København),55.6996551014571,12.5547822786958
Stevnsgade,55.6963792316468,12.551157220885
Nørrebros Runddel,55.6948373752657,12.5494412017908
Røde Mellemvej,55.6424305803033,12.5921365992828
Rantzausgade (København),55.6891636534807,12.5429097251814
Ågade,55.6868988505185,12.5403808703515
Rolighedsvej (Frederiksberg),55.6850010404006,12.5382197216012
Helgesvej (Frederiksberg),55.6836682746692,12.5367305302914
Frederiksberg st (bus),55.681313649974,12.5341942991391
Frederiksberg Rådhus,55.678033433788,12.5331980115288
Frederiksberg Runddel,55.6745016350848,12.5321951197252
De Små Haver,55.6703636318555,12.5310104832492
Kammasvej,55.6684194956156,12.5304533853922
Buddinge Torv,55.7421329129775,12.4924206660473
Vejlands Allé (København),55.6430194664031,12.5984230277424
Bjerregårdsvej,55.6668293666605,12.5260306934641
Bøjden Havn (færge),55.10469750036,10.0822007390245
Fynshav Havn (færge),54.9941401233402,9.98495111683451
Køge Havn (færge),55.4559693538004,12.1947806814806
Rønne Havn (færge),55.0990057669226,14.6900527655467
Ystad Havn (færge),55.4244149267295,13.8282414870628
Esbjerg Havn (færge),55.4609967549304,8.44035256184365
"Fanø, Nordby Havn (færge)",55.449917860768,8.40803488998288
Spodsbjerg Havn (Færge),54.9350694588594,10.8330968563999
Tårs Havn (færge),54.8757206103687,11.029781920023
Kalundborg Havn (Samsøtrafikken),55.6770864313597,11.0904790663276
Kolby Kås (færge),55.7960100702696,10.529464483132
Sælvig Havn (færge),55.8642553931282,10.5493559961641
Hou Havn (færge),55.9122493035704,10.2578072766245
Gl. Jernbanevej,55.6665453783114,12.5196418268746
Valby Langgade (København),55.6663352035968,12.5172526279078
Toftegårds Plads,55.6621900684577,12.5166259478121
Gl. Jernbanevej,55.6664665311229,12.5214482771554
Bjerregårdsvej,55.667094582863,12.5274386091391
Ebeltoft Havn (færge),56.1547074458898,10.6666473052876
Odden Havn (færge),55.9746753313165,11.2994812194429
Århus Havn (færge),56.1597224233133,10.2221985805235
Kammasvej,55.6690525941729,12.5306377305966
De Små Haver,55.6716307401814,12.5313474806034
Frederiksberg Runddel,55.6755714350442,12.5325143956531
Frederiksberg Rådhus,55.6779975604785,12.5331947741092
Helgesvej (Frederiksberg),55.6840599434282,12.53717972233
